Fecha,Empresa,Precio_cierre
2013-02-27,NATURGY,7.717434883117676
2013-02-28,NATURGY,7.717434883117676
2013-03-01,NATURGY,7.684420585632324
2013-03-04,NATURGY,7.709814548492432
2013-03-05,NATURGY,7.793619155883789
2013-03-06,NATURGY,7.798696041107178
2013-03-07,NATURGY,7.890117645263672
2013-03-08,NATURGY,7.996775150299072
2013-03-11,NATURGY,7.923130035400391
2013-03-12,NATURGY,7.912972450256348
2013-03-13,NATURGY,7.945985794067383
2013-03-14,NATURGY,8.032327651977539
2013-03-15,NATURGY,7.920588493347168
2013-03-18,NATURGY,7.813935279846191
2013-03-19,NATURGY,7.79615592956543
2013-03-20,NATURGY,7.775842666625977
2013-03-21,NATURGY,7.62093448638916
2013-03-22,NATURGY,7.463489055633545
2013-03-25,NATURGY,7.128276824951172
2013-03-26,NATURGY,7.085108280181885
2013-03-27,NATURGY,7.110502243041992
2013-03-28,NATURGY,7.014001369476318
2013-04-02,NATURGY,7.186685562133789
2013-04-03,NATURGY,7.0520920753479
2013-04-04,NATURGY,7.113040924072266
2013-04-05,NATURGY,6.991145610809326
2013-04-08,NATURGY,7.110502243041992
2013-04-09,NATURGY,7.2374749183654785
2013-04-10,NATURGY,7.51427412033081
2013-04-11,NATURGY,7.339051723480225
2013-04-12,NATURGY,7.36444616317749
2013-04-15,NATURGY,7.407620429992676
2013-04-16,NATURGY,7.339051723480225
2013-04-17,NATURGY,7.336513519287109
2013-04-18,NATURGY,7.349212169647217
2013-04-19,NATURGY,7.438093662261963
2013-04-22,NATURGY,7.504118919372559
2013-04-23,NATURGY,7.869801044464111
2013-04-24,NATURGY,8.01962947845459
2013-04-25,NATURGY,8.149142265319824
2013-04-26,NATURGY,7.999311923980713
2013-04-29,NATURGY,8.006933212280273
2013-04-30,NATURGY,8.075495719909668
2013-05-02,NATURGY,8.116127967834473
2013-05-03,NATURGY,8.311668395996094
2013-05-06,NATURGY,8.263418197631836
2013-05-07,NATURGY,8.123748779296875
2013-05-08,NATURGY,8.349760055541992
2013-05-09,NATURGY,8.268499374389648
2013-05-10,NATURGY,8.298969268798828
2013-05-13,NATURGY,8.309130668640137
2013-05-14,NATURGY,8.273576736450195
2013-05-15,NATURGY,8.413247108459473
2013-05-16,NATURGY,8.37515640258789
2013-05-17,NATURGY,8.329445838928223
2013-05-20,NATURGY,8.349760055541992
2013-05-21,NATURGY,8.260879516601562
2013-05-22,NATURGY,8.250722885131836
2013-05-23,NATURGY,8.138983726501465
2013-05-24,NATURGY,8.123748779296875
2013-05-27,NATURGY,8.17707633972168
2013-05-28,NATURGY,8.33198356628418
